,,,MDSCSI Sales TC/AC,,,,Voice Sales TC/AC,,,,Web Sales TC/AC,,,,GcashMiniProgram Sales TC/AC,,,,Mobile Apps Sales TC/AC,,,,CTC Sales TC/AC,,,,fbchatbot Sales TC/AC,
,,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,Gross Actual,GC,Gross AC,,
2022-1-1,Saturday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-2,Sunday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-3,Monday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-4,Tuesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-5,Wednesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-6,Thursday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-7,Friday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-8,Saturday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-9,Sunday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-10,Monday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-11,Tuesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-12,Wednesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-13,Thursday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-14,Friday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-15,Saturday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-16,Sunday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-17,Monday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-18,Tuesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-19,Wednesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-20,Thursday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-21,Friday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-22,Saturday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-23,Sunday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-24,Monday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-25,Tuesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-26,Wednesday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-27,Thursday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-28,Friday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
2022-1-29,Saturday,,0,0,0,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,0.00,0,0.00,,
